word,ham_prob,spam_prob
het.,0.00056,0.0
het?,8e-05,0.0
heterotrophic,0.00024,0.0
heterozygous,0.00024,0.0
hets,0.00048,0.0
hets.,0.00024,0.0
hetta...after,8e-05,0.0
heuuu,0.00024,0.0
hex,0.00052,0.0
hex.,0.00024,0.0
hey,0.02836,0.00408
hey!,0.0006,0.0
hey!!,0.0,0.00021
hey!!!,0.00028,0.0
"hey,",0.00048,0.0
hey.,0.00177,0.00021
hey..,0.00028,0.0
hey...,0.00141,0.0
hey...great,0.00024,0.0
heya,0.00024,0.0
hes,0.00028,0.0
he’s,0.00024,0.0
hg/suite342/2lands,0.0,0.00569
hg/suite342/2lands/row/w1j6hl,0.0,0.00215
hhahhaahahah,0.00028,0.0
hi,0.03286,0.00913
hi!,0.00133,0.0
"hi!!!""",0.0,0.00054
hi',0.00028,0.0
hi+2,8e-05,0.0
hi-tech,0.0,0.00011
hi.,0.00325,0.00118
hi..i,0.00028,0.0
hi.:)technical,0.00028,0.0
hi.what,0.00028,0.0
hi:)cts,0.00028,0.0
hi:)did,0.00028,0.0
hi_tech@in.com,0.0,0.00011
hid's,0.00024,0.0
hidden,0.001,0.0
hide,0.00205,0.00054
"hide,",0.00024,0.0
hide.,0.00024,0.0
hideous.,8e-05,0.0
hides,0.00028,0.0
hides.,8e-05,0.0
hiding,0.00048,0.0
hiding.,0.00024,0.0
hiding?,0.00024,0.0
hieronder,0.0,0.00011
high,0.00647,0.00408
high!,0.0,0.00236
high-interest.co.uk/apply,0.0,0.00118
high.,0.00052,0.0
higher,0.00185,0.00129
"higher,",0.00048,0.0
higher.,0.00024,0.0
higher:activate,8e-05,0.0
higher?,0.00024,0.0
highest,0.00048,0.0014
highland,8e-05,0.0
highlight,0.00048,0.0
highlights,8e-05,0.00043
highly,0.00241,0.0
hihihi,0.00048,0.0
hii,0.00016,0.0
hijacked,0.00024,0.0
hilarious,0.0,0.00021
hilarious-also,0.00028,0.0
hill,0.00149,0.0
hill.,0.00076,0.00043
hill.....,0.00028,0.0
hills,0.00052,0.0
hillsborough,0.00024,0.0
him,0.04233,0.0014
him!,0.00076,0.0
"him,",0.00072,0.0
him.,0.00598,0.0
him..,0.00028,0.0
him..thanks,4e-05,0.0
him:,0.0,0.00086
him:)then,0.00024,0.0
him;,0.0,0.00043
him?,0.00197,0.0
himself,0.00064,0.0
himself.,0.00116,0.00043
himso,0.00028,0.0
him�all,4e-05,0.0
him�best,4e-05,0.0
hindustan,0.0,0.00011
hint,0.00076,0.0
hints,0.00024,0.0
hints.,0.00024,0.0
hip,0.00133,0.0
hiphop,0.00024,0.0
hire,0.00052,0.0
hired,0.00072,0.0
"hired,",0.00048,0.0
hired.,0.00024,0.0
hires,0.00024,0.0
his,0.05077,0.01375
his/her,0.00028,0.0
hiss,0.00024,0.0
hissy.,0.00024,0.0
history,0.00133,0.00043
history's,0.00024,0.0
history.,0.0,0.00021
hit,0.00783,0.00365
"hit,",0.00024,0.0
hit.,0.00052,0.0
hitler,0.00028,0.0
hitman,0.00052,0.0
hits,0.00024,0.00129
hits!,0.0,0.00021
hitter.,8e-05,0.0
hitter.anyway,0.00028,0.0
hittng,0.00028,0.0
hiv,0.0,0.00107
hiv.,0.00024,0.0
hiv/aids,0.0,0.00021
hiya,0.00233,0.0
hiya.,0.00028,0.0
hkt,0.00024,0.0
hl,0.0,0.00473
hlday,0.00028,0.0
hlle,0.00072,0.0
hlo,8e-05,0.0
hlp,8e-05,0.00161
hm,0.001,0.0
hme,0.00028,0.0
hmm,0.00205,0.0
hmm.,0.00076,0.0
hmm...,0.00024,0.0
hmm...bad,0.00028,0.0
hmm...my,0.00076,0.0
hmmm,0.00169,0.0
hmmm!!!,8e-05,0.0
hmmm..,0.00048,0.0
hmmm...,0.0002,0.0
hmmm....,0.00024,0.0
hmmm...k...but,0.00024,0.0
hmmm...ok,0.00016,0.0
hmmm.but,0.00028,0.0
hmmm.keep,8e-05,0.0
hmmm.still,0.00028,0.0
hmmm:)how,0.00028,0.0
hmmmm,0.00032,0.00043
hmmmm...its,8e-05,0.0
hmmmm?,0.00052,0.0
hmmmmmmmmm,8e-05,0.0
hmph.,0.00024,0.0
hmrc,0.0,0.00011
hmrc-refunds.co.uk/processing,0.0,0.00118
hmv,0.0,0.0072
hmv1,0.0,0.00075
hnd,8e-05,0.0
hnp,0.0,0.00043
ho,0.00125,0.0
ho!,0.00028,0.0
ho.,0.00112,0.0
hoax.,0.00048,0.0
hobbies,0.00032,0.0
hobbies.,0.00024,0.0
hobby,0.00048,0.0
hobby.,8e-05,0.0
hoc,0.00024,0.0
hockey,0.00052,0.0
hockey.,0.0,0.00129
hod,0.00064,0.0
hod.,8e-05,0.0
hods,8e-05,0.0
hoes,0.00024,0.0
hogging,0.00024,0.0
hogidhe..chinnu,0.00028,0.0
hogli,0.00028,0.0
hognekkal.,0.00024,0.0
hogolo,0.00028,0.0
hol,0.00024,0.00064
holby?!,0.00052,0.0
hold,0.01016,0.00215
"hold,",0.00024,0.0
holder,0.0,0.00505
holders.,0.00024,0.0
holding,0.00386,0.00086
holding.,8e-05,0.0
holds,0.00193,0.00043
hole,0.00353,0.0
hole.,0.00024,0.0
holes,0.00185,0.0
holes.,0.00048,0.0
holiday,0.00402,0.02621
holiday!,0.0,0.00397
holiday.,0.00028,0.0
holiday..so,0.001,0.0
holiday?,0.00028,0.0
holidays,0.0,0.00021
holidays.,0.00024,0.0
holidaystunes&service,0.0,0.00021
holla,0.00165,0.0
holla?,0.00024,0.0
hollalater,0.00024,0.0
hollow!,0.00024,0.0
hollywood,0.0,0.00043
hols,0.00072,0.0
hols.,0.0,0.0015
holsteins.,0.00024,0.0
holster,0.00032,0.0
holster.,0.00024,0.0
holsters,0.00024,0.0
holy,0.0012,0.00021
holyghost,8e-05,0.0
holyoke,8e-05,0.0
hom,8e-05,0.0
homage,0.00024,0.0
home,0.04981,0.00376
home!,0.0008,0.00075
home!but,0.00028,0.0
"home,",0.00024,0.0
home.,0.01113,0.00032
home..,0.00076,0.0
home...,0.00217,0.0
home.check,0.00028,0.0
home.left,0.00024,0.0
home.love,0.00024,0.0
home.wot,0.00024,0.0
home?,0.00161,0.00043
home??,8e-05,0.0
homemade,0.00048,0.0
homeowners,0.0,0.00193
homes,0.00048,0.00011
homescreen,0.00072,0.0
homescreen?,0.00024,0.0
homescreens.,0.00024,0.0
homework,0.00032,0.0
home�call,4e-05,0.0
homicide,0.00024,0.0
homo,0.00032,0.0
homo),8e-05,0.0
homosexual,0.00024,0.0
homosexuality,0.00048,0.0
homozygous,0.00072,0.0
hon,0.00052,0.0
hon!,0.00028,0.0
hone,0.00024,0.0
honest,0.00072,0.0
honest.,0.00052,0.0
honestly,0.00169,0.0
"honestly,",0.00024,0.0
honesty,0.00028,0.0
honey,0.00177,0.0
honey.,0.00028,0.0
honey?did,0.00028,0.0
honeybee,0.00076,0.0
honeymoon,0.00028,0.0
honeymoon!,0.00024,0.0
honeymoon.,0.00024,0.0
honeywell,0.0,0.00021
hong,0.00032,0.0
hongkong,0.00024,0.0
honi,4e-05,0.0
"honi""",0.00024,0.0
honor,0.00048,0.0
honoring,0.0004,0.0
honourable,0.0,0.00043
honoured,0.0,0.00021
hons.....dis,0.00016,0.0
hont.,0.00028,0.0
hoo,0.001,0.0
hooch,0.00028,0.0
hoodie,0.00024,0.0
hoody,0.0,0.00064
hook,0.00233,0.0
hooked,0.00076,0.0
hooked!,0.00024,0.0
hooo,0.00096,0.0
hoops,0.00024,0.0
hooters,0.00024,0.0
"hoover,",0.00024,0.0
hop,0.00261,0.0
hope,0.05406,0.0072
hope!,0.00048,0.0
"hope,afternoon",0.00024,0.0
hope-it,0.0,0.00043
hope.,0.00024,0.0
hoped,0.00052,0.00064
hopeful,0.0,0.00064
hopeful...,0.00028,0.0
hopefull,0.00024,0.0
hopefully,0.00727,0.0
hopeing,0.00028,0.0
hopeless,0.0,0.00086
hopes,0.00072,0.0
hopes.,0.0,0.00021
hopeso,0.00024,0.0
hopeu,0.00024,0.0
hoping,0.00542,0.00064
hoping.,0.00024,0.0
hopkinton,0.00024,0.0
hopn,8e-05,0.0
hopper,0.00024,0.0
hoppers,0.00024,0.0
hor...,0.00052,0.0
horizon,0.00024,0.0
horizontal,0.00024,0.0
hormonal,0.0,0.00043
horn,0.00024,0.0
horn.,0.00024,0.0
horniest,0.0,0.00075
horny,0.0,0.00526
horo,0.0,0.00107
horpybee,8e-05,0.0
horrible,0.00261,0.0
horrible!,0.00024,0.0
horrid.,0.00048,0.0
horrified,0.00024,0.0
horror,8e-05,0.0
horse,0.00072,0.00043
horse.,0.00048,0.0
horsemeat.,0.00024,0.0
horses,0.00024,0.0
hos,0.00028,0.0
hosanna,0.0,0.00021
hose,0.00145,0.0
hospital,0.00229,0.00086
hospital.,0.00169,0.0
hospitals,0.00072,0.0
"hospitals,",0.00024,0.0
host,0.00104,0.0
"host,",0.00024,0.0
host-based,0.00028,0.0
hostel,0.00032,0.0
hostel.,0.00084,0.0
hostel?,0.00028,0.0
hostile,0.00028,0.0
"hosting,",0.00024,0.0
hostmonster,8e-05,0.0
hot,0.00414,0.02513
hot.,0.001,0.0
hotal,0.0,0.00011
hotel,0.00197,0.00526
hotel),8e-05,0.0
hotel.,8e-05,0.00118
hotel...,0.00024,0.0
hotel?,8e-05,0.0
hotels,0.0,0.0015
hotline,8e-05,0.0
hotmix,0.0,0.00064
hottest,0.00016,0.00226
hour,0.00924,0.00021
"hour,",0.00024,0.0
hour.,0.00076,0.0
hour..is,4e-05,0.0
hour?,0.00048,0.0
hourish?,0.00024,0.0
hourly,0.00016,0.0
"hourly,",0.00024,0.0
hours,0.0059,0.00526
hours!,0.00024,0.0014
"hours,",0.00024,0.0
hours.,0.00185,0.0
hours:,0.0,0.0014
hour�,4e-05,0.0
house,0.01032,0.00193
house!,0.00024,0.0
house)ask,8e-05,0.0
"house,",0.00048,0.0
house-maid,0.00096,0.0
house.,0.00309,0.0
house?,0.00161,0.0
"house?""",0.00024,0.0
houseful,0.00028,0.0
household,0.00024,0.0
household.,8e-05,0.0
housekeeping,0.00024,0.0
houses.,8e-05,0.0
housewives!,0.0,0.0014
housework,0.00048,0.0
housing,0.00052,0.0
"housing,",0.00024,0.0
housing.,0.00072,0.0
housings.,0.00024,0.0
how,0.12889,0.01472
how're,0.00028,0.0
how's,0.00811,0.0
how've,0.00028,0.0
"how,",0.00048,0.0
how.,0.0006,0.0
how...,0.00028,0.0
how?,0.00189,0.0
howard,0.00024,0.0
howard?,0.00028,0.0
howda,0.00028,0.0
howdy,0.00024,0.0
however,0.00518,0.00075
"however,",0.0041,0.0
howl.,0.00024,0.0
hows,0.00438,0.0
howu,0.0002,0.0
howz,0.00169,0.0
how’s,0.00024,0.0
hp,0.00088,0.00021
hp20,0.0,0.00054
hpi,0.00024,0.0
hppnss,0.00056,0.0
hpsp,0.00024,0.0
hpw,0.00024,0.0
hqi,0.00048,0.0
hr,0.00189,0.0
hr.,0.0,0.00054
hr/health,0.00016,0.0
hrishi,0.00028,0.0
hrishi.,0.00028,0.0
hrs,0.00129,0.00376
hrs.,0.00028,0.0
hrt,0.0004,0.00043
hrt.i,8e-05,0.0
hs,0.00064,0.0
hsbc.,0.00024,0.0
hsi.gloworld.com,0.0,0.00021
htc,0.00048,0.0
html,0.0,0.00075
hts.,0.00024,0.0
http//tms.,0.0,0.0014
http//www.gr8prizes.com,0.0,0.00064
http/aetacms.com/.cas/auo.html/redirect-aopis.it�to,0.0,0.00011
http://,0.0,0.00021
http:///hmrc.taxrebate.co.uk,0.0,0.00011
http://66.117.14.246:2082,8e-05,0.0
http://7e4d6417.ngrok.io/paytm,0.0,0.00011
http://alto18.co.uk/wave/wave.asp?o=44345,0.0,0.00075
"http://alto18.co.uk/wave/wave.asp?o=44345""",0.0,0.00011
http://bit.do/cgjk-and,0.0,0.00011
http://bit.ly/2qwer90w3r4,0.0,0.00075
http://bit.ly/claim-now,0.0,0.00064
http://bit.ly/dod-jumia,8e-05,0.0
http://bit.ly/gotvnigeriapcm,0.0,0.00021
http://bit.ly/mega-tv-sale,8e-05,0.0
http://bit.ly/renew123,0.0,0.00075
http://bit.ly/reward-check,0.0,0.00064
http://bit.ly/unlmtdfreecall,0.0,0.00011
http://bit.ly/win123,0.0,0.0014
http://careers.,0.0,0.00161
http://claim-now.com,0.0,0.0014
http://commbank.netban,0.0,0.00011
http://doit.,0.0,0.00075
http://eaz.ng/f3f2?8142384598,0.0,0.00021
http://fb.com/l/1j510vdhblkg41y,0.0,0.00021
http://fb.com/l/1mxiedvpico4ptm,0.0,0.00021
http://fb.com/l/1ocfnlt369urobo,0.0,0.00043
http://fb.com/l/24rqyay5juy27xn,0.0,0.00021
http://fb.com/l/btkeh8murm56vm,0.0,0.00021
http://g.co/freezone,0.00016,0.0
http://g.co/gms/4d4vng8taw6,0.0,0.00021
http://g.co/gms/hw2q4gt8d3d,0.0,0.00021
http://games.glo.com,0.0,0.00021
http://gommbanklogin:netbank.com,0.0,0.00011
http://goo.gl/irrij,0.0,0.00011
http://goo.gl/u1c6g,0.00024,0.0
http://gotbabes.co.uk.,0.0,0.00086
http://img.,0.0,0.00054
http://ipl.onmix.mobi/?src=504,0.0,0.00011
http://live.airtelworld.com),0.0,0.00011
http://m.mtnnow.com/?c=9,0.0,0.00043
http://mijn.ing-mobiel.com/update.apk,0.0,0.00011
http://mpjamz.com/?c=9,0.0,0.00107
http://onmix.mobi/alert,0.0,0.00011
http://royal-mail.net/redelivery,0.0,0.0015
http://secure-bank.co/verify,0.0,0.0015
http://secure-now.biz,0.0,0.00064
http://store.ovi.com/publisher/f-secure/?cid=f,0.0,0.00011
http://t.co/qpe80nnaji.,0.0,0.00043
http://tin.bz/bvjh6,0.0,0.00021
http://tms.,0.0,0.00086
http://twitter.com/mtnng,0.0,0.00021
http://url.ie/17j80,0.0,0.00011
http://vtm.mtnonline.com/,8e-05,0.0
http://wap.,0.0,0.00118
http://whatsapp.com/dl/,0.00016,0.0
http://www.bubbletext.com,0.0,0.00075
http://www.e-tlp.co.uk/expressoffer,0.0,0.00107
http://www.e-tlp.co.uk/reward.,0.0,0.00064
http://www.facebook.com/mtnloaded.,0.0,0.00021
http://www.gloworld.com/globackup.,0.0,0.00021
http://www.gloworld.com/globackup/,0.0,0.00021
http://www.iasted.org/conferences/format-813.html.protestin,8e-05,0.0
http://www.nabmobile,0.0,0.00011
http://www.urawinner.com,0.0,0.00462
http://www.wtlp.co.uk/text.,0.0,0.00064
http:/95.141.32.7:81/default.aspx�to,0.0,0.00011
http:/rghst.us/xri2284,0.0,0.00011
http:ow.ly/ozvo308t.jxz,0.0,0.00011
http:owly/npyl308kywg,0.0,0.00011
https://fb.com/l/1kswytlmmrucz9d,0.0,0.00043
https://fb.com/l/1njtfumaf0i0p9m.,0.0,0.00043
https://fb.com/l/1oz23nidoqyha06.,0.0,0.00043
https://fb.com/l/2959e9pbadzgup6,0.0,0.00043
https://goo.gl/pjz9wg,0.0,0.00021
https://mtnnigeria.weballynis.gemalto.com/cloudbackup/,0.0,0.00021
https://play.google.com/store/apps/details?id=ng.com.cloud9,0.0,0.00021
https://t.co/flz3ibdzqo/s/1zht,0.0,0.00021
https://t.co/tos/s/7z2y,0.0,0.00021
https://t.co/xjjiudzsaw/s/m_sl,0.0,0.00021
https://whatsapp.com/dl/,0.0004,0.00043
https:/uk-covid-19.webredirect.org/to,0.0,0.00011
hu,0.00072,0.0
hu.,0.00052,0.0
huai,0.00028,0.0
hub,0.00096,0.0
hubby,0.0006,0.00075
hubby's,0.0,0.00075
"hubby,",0.00024,0.0
hubert.,0.00024,0.0
huda:gurgaon,0.0,0.00011
hudgi,0.00028,0.0
huffy,0.00024,0.0
hug,0.00056,0.0
hug.,8e-05,0.0
hug..,0.00028,0.0
hug?...,0.00028,0.0
huge,0.00498,0.00043
huge!,0.00048,0.0
huge.,0.0,0.00021
hugging,0.00028,0.0
hugh,0.00028,0.0
huging,0.00024,0.0
hugs,0.00072,0.0
"hugs,",0.00024,0.0
hugs.,0.00024,0.0
huh,0.00317,0.0
huh...,0.00076,0.0
huh?,0.00285,0.0
hui,0.00028,0.0
huiming,0.00024,0.0
hulk.,0.00024,0.0
hulu.,0.00024,0.0
hum,0.00064,0.0
hum.,0.00024,0.0
human,0.00104,0.00193
humanities,0.00028,0.0
humanity,0.00024,0.0
humans,0.00076,0.0
humble,0.0,0.00021
humbler,0.0,0.00043
humid,0.00048,0.0
humidifier.,0.00024,0.0
humidity,0.00048,0.0
humiliate,0.0,0.00021
humor,0.00024,0.00021
"humor,",0.00024,0.0
humour,0.0,0.00021
hun,0.00028,0.0
hun!,0.00052,0.0
hun!love,0.00024,0.0
hun-onbus,0.00028,0.0
hundred,0.00096,0.0
hundred.he,0.00028,0.0
hundreds,0.00024,0.0
hunger,0.00024,0.0
hunger.,0.00024,0.0
hungover!,0.0002,0.0
hungry,0.00353,0.0014
hungry.,0.00084,0.0
hungry...,0.00056,0.0
hunks,0.0,0.00086
hunny,0.00056,0.0
hunny!hope,0.00024,0.0
hunny!wot,0.00028,0.0
"hunny,just",0.00024,0.0
hunny.,0.00024,0.0
hunt,0.00048,0.0
hunters,0.00024,0.0
hunters.,0.00024,0.0
hunting,0.00048,0.0
huntington,8e-05,0.0
hurdles,0.0,0.00043
hurling.,0.00024,0.0
hurricanes,0.00024,0.0
hurried,0.00052,0.0
hurry,0.00241,0.00226
hurry!,0.0,0.00021
hurry2day&2mr(12,0.0,0.00021
hurt,0.00783,0.00021
hurt..,0.00024,0.0
hurt...:-),0.00024,0.0
hurted,0.00024,0.0
hurting,0.00056,0.0
hurts,0.00281,0.00086
hurts.,0.00028,0.0
husband,0.00116,0.0
husband's,0.00024,0.00021
husband.,0.00052,0.0
husbandry,0.00024,0.0
hush.,0.00024,0.0
husk,0.00024,0.0
huskies,0.00024,0.0
hussey,0.00024,0.0
hustle,0.00028,0.0
hut?,0.00028,0.0
huuu,8e-05,0.0
hv,0.00185,0.00011
hvae,0.0,0.00075
hvng,8e-05,0.0
hvt.,0.00024,0.0
hw,0.00257,0.0
hw'd,0.00028,0.0
"hw,keep",0.00024,0.0
hybrid,0.00024,0.0
hybrids,0.00024,0.0
hyde,0.00052,0.0
hydor,0.00024,0.0
hydrofarm,0.00024,0.0
hydrophobic,0.00024,0.0
hygrometer,0.00024,0.0
hymnal,8e-05,0.0
hype,0.00024,0.0
hype.,0.00024,0.0
hyper,0.00024,0.0
"hypershade,",0.00024,0.0
hypertension,0.00028,0.0
hypo,0.00024,0.0
hypotheses.,0.00024,0.0
hypothesis,0.00024,0.0
hypotheticalhuagauahahuagahyuhagga,0.00028,0.0
i,1.31658,0.03373
i'd,0.01534,0.00204
i'd:,8e-05,0.0
i'll,0.06539,0.0
i'm,0.19468,0.00677
i'ma,0.00028,0.0
i've,0.04474,0.00097
i),8e-05,0.0
"i,m",0.00024,0.0
i-ntimate.,0.00028,0.0
i.,0.00024,0.00709
i.e,8e-05,0.0
i.e.,0.00028,0.0
i.ll,0.00763,0.0
i.o.,8e-05,0.0
i.t,8e-05,0.0
i.t.,8e-05,0.0
i;m,4e-05,0.0
i?,0.00056,0.0
i?this,0.0,0.00075
iam,0.00141,0.0
ias,0.00052,0.0
ib,0.00024,0.0
ibadan.,8e-05,0.0
ibeji's,8e-05,0.0
ibh,0.0,0.0015
ibhltd,0.0,0.00183
ibi,0.00016,0.0
ibidayo,8e-05,0.0
ibironke,8e-05,0.0
ibironke),8e-05,0.0
ibiyemi,0.00016,0.0
ibiza,0.0,0.0029
iblacklist,0.00072,0.0
iblacklist.,0.00024,0.0
ibm,0.00024,0.0
ibn.,0.00048,0.0
iboot.,0.00024,0.0
ibored.,0.00028,0.0
ibuprofens,0.00028,0.0
ic,0.00028,0.0
ic.,0.0008,0.0
icallrecorder,0.00024,0.0
iccha,0.00028,0.0
ice,0.00269,0.00215
ice.,0.00028,0.0
icebreaker!,0.0,0.00086
icecap,0.00024,0.0
icecaps.,0.00024,0.0
ich,0.00024,0.0
icic...,0.00028,0.0
icicibank.com,0.00056,0.0
icjcf,0.00016,0.0
icky,0.0002,0.0
icloud,0.00048,0.0
icloud.,0.00024,0.0
icon,0.00325,0.0
icon!,0.00024,0.0
"icon,",0.00024,0.0
icone,0.00024,0.0
iconic,0.00024,0.0
icons,0.00257,0.0
"icons,",0.00024,0.0
icons?,0.00024,0.0
ict,0.00016,0.0
id,0.00775,0.00107
id's,0.00024,0.0
"id,",0.00024,0.0
id.,0.00084,0.0
id.convey,0.00028,0.0
id:,0.0,0.00054
id:1570583615,8e-05,0.0
id?,0.00032,0.0
idc,0.00044,0.0
idea,0.0088,0.00064
idea!,0.0008,0.00043
idea's?,0.00028,0.0
"idea,",0.00145,0.0
idea.,0.00442,0.0
idea...,4e-05,0.0
ideal,0.00084,0.00021
ideally,8e-05,0.0
ideally.,0.00024,0.0
ideals.,0.0,0.00064
ideas,0.00333,0.00043
ideas!,0.00024,0.0
"ideas,",0.00024,0.0
ideas.,0.00125,0.0
ideas?,0.00125,0.0
identical,0.00048,0.0
identifiable,0.00048,0.0
identification,0.00076,0.0
identified,0.0,0.00021
identifier,0.0,0.01418
identifiers.,0.00024,0.0
identifying,0.00016,0.00021
identity,0.0,0.00118
"identity,",0.00024,0.0
ideological,0.00024,0.0
idevice,0.00145,0.0
idevice.,0.00048,0.0
idevices,0.00048,0.0
idiaba,0.00032,0.0
idibia's,0.0,0.00043
idiocy,0.00024,0.0
idiot,0.00076,0.00064
"idiot"".",0.00024,0.0
idiot.,0.00024,0.0
idiot?,0.00028,0.0
idiots,0.00048,0.0
"idiots,",0.00048,0.0
idiots.,0.00072,0.0
idk,0.00153,0.0
idk.,0.00076,0.0
idle,0.00193,0.00021
"idle,",0.00024,0.0
idle?,0.00024,0.0
idled,0.00024,0.0
idles,0.00024,0.0
idps,0.00028,0.0
idris,0.0,0.00086
ids.,0.00024,0.0
idu,0.00028,0.0
ie,0.00048,0.0
ie.,0.00024,0.0
ielemental,0.00024,0.0
if,0.26847,0.04715
"if,",0.00024,0.0
if/when/how,0.00024,0.0
ifbb,0.00024,0.0
ife,0.0,0.00021
ife.,8e-05,0.0
ifeoluwa,8e-05,0.0
iff,0.00028,0.0
ifile,0.00048,0.0
ifile.,0.00024,0.0
ifile?,8e-05,0.0
ifiles,0.00024,0.0
ifink,0.00024,0.0
iflat,0.00048,0.0
ifrogs,0.00024,0.0
ifserar).,8e-05,0.0
ig11,0.0,0.00075
igbaradi,0.00104,0.0
igbe,8e-05,0.0
igbinlola,0.0,0.00043
igbo...,8e-05,0.0
ighodalo,0.0,0.00021
ign,0.00024,0.0
ignition,0.00048,0.0
ignorance!,0.00024,0.0
ignorance.,0.0,0.00021
ignorant.,0.00028,0.0
ignore,0.00157,0.00097
ignore/hide,0.00016,0.0
ignoring,0.00024,0.0
igotya,0.00024,0.0
ii,8e-05,0.0
"iirc,",0.00024,0.0
ijede,0.00016,0.0
ijmb,0.00024,0.0
ijmn.,8e-05,0.0
ijn,0.0,0.00021
ijn.,0.00032,0.0
ijn.av,8e-05,0.0
ijn.mary,8e-05,0.0
ijn.pls,8e-05,0.0
ijs,0.00024,0.0
ijust,0.00028,0.0
ikd,8e-05,0.0
ikea,0.0008,0.0
ikeade,8e-05,0.0
ikede,0.00104,0.0
ikeja,0.00032,0.00021
ikeja.,0.00024,0.0
ikno,0.00028,0.0
iknow,0.00028,0.0
ikorodu,8e-05,0.0
ikotun,8e-05,0.0
ikuomola,8e-05,0.0
il,0.00197,0.0
ilaro-28th,0.00016,0.0
ile-mawuko,0.00104,0.0
ileave,0.00028,0.0
ilegale.,0.00024,0.0
ilesa,8e-05,0.0
ill,0.01354,0.00086
ill!,0.00024,0.0
ill.,0.00024,0.0
ill?,0.0002,0.0
illegally,0.00048,0.0
illness,0.001,0.0
illnesses,8e-05,0.0
illspeak,0.00024,0.0
illumination,8e-05,0.0
ilol,0.00024,0.0
ilorin,8e-05,0.0
im,0.02703,0.00322
image,0.00229,0.0
"image,",0.00024,0.0
images,0.00056,0.0
images.,0.00024,0.0
imagin,0.00016,0.0
imaginary,0.00024,0.00043
imagination,0.00032,0.0
imagination.,8e-05,0.00043
imagination..my,0.00024,0.0
imagine,0.0043,0.0
"imagine,",0.00024,0.0
imat,0.00024,0.0
ime,0.00048,0.0
imei,0.00024,0.0
imessage,0.00024,0.0
imessage.,0.00048,0.0
imf,0.00028,0.0
imho,0.00024,0.0
imin,0.00028,0.0
imma,0.00213,0.0
immature,4e-05,0.0
immed.,0.00028,0.0
immediacy,0.00024,0.0
immediate,0.0,0.00215
immediately,0.00129,0.00859
immediately!,0.0,0.00043
"immediately,",0.00024,0.0
immediately.,0.0008,0.00118
immediately:,0.0,0.00118
immensely,8e-05,0.0
immensely.,0.00024,0.0
immidiately,0.00024,0.0
immigrationtel:,8e-05,0.0
imminent,0.0,0.00064
immortal,0.00024,0.0
immunisation,0.00048,0.0
imo,0.0012,0.0
imo.,0.00169,0.0
imp,0.00024,0.0
imp.,0.00028,0.0
impact,0.00024,0.0
impair,0.00024,0.0
impatient,0.00076,0.0
imperfection.,0.00048,0.0
imperial,0.00024,0.0
implement,0.00032,0.0
implemented.,0.00048,0.0
implemented.application,0.00048,0.0
implications.,0.00028,0.0
implies,0.00024,0.0
importance,0.00024,0.0
important,0.00655,0.01418
important!,0.0,0.00043
important.,0.00209,0.0
importantly,0.00052,0.0
importants,0.00024,0.0
importation,0.0,0.00021
imported,0.00024,0.0
imposed,0.00044,0.0
impossible,0.00104,0.00086
impossible.,0.00052,0.0
imposter,0.00028,0.0
impress,0.00024,0.0
impressed,0.00096,0.0
impressed.,0.00028,0.0
impression,0.00084,0.0
"impression,",0.00024,0.0
impressions.,0.00024,0.0
impressive,0.00024,0.0
impressively,0.00024,0.0
imprinted,0.0,0.00021
imprison,0.0,0.00043
imprisonment,8e-05,0.0
improve,0.00116,0.00021
improve.,0.00024,0.0
improved,0.0,0.0015
improved!,0.0,0.00118
improves,0.00024,0.0
improving,0.00024,0.0
imprtant,0.00024,0.0
impulses,0.0,0.00043
impulsive,0.00024,0.0
imran,0.0,0.00064
in,0.52838,0.13276
in!,0.00036,0.00064
in!!,0.00028,0.0
in-house-doctor,0.0,0.00021
in.,0.00811,0.00118
in...,0.00024,0.0
in.our,0.00052,0.0
in2,0.00096,0.00075
in4m,0.0004,0.0
in:,0.00024,0.0
in?,0.00133,0.00204
inadequacy.,8e-05,0.0
inane,0.00024,0.0
inaugural,0.00064,0.0
inbed,0.00024,0.0
inboard,0.00024,0.0
inbound.,0.00024,0.0
inbuild,0.00096,0.0
inc,0.0,0.00365
inc),0.0,0.00505
incase,0.00169,0.0
incenser,0.00024,0.0
inch,0.00096,0.0
inch)+free,0.0,0.00011
inch)+freeslim.tea,0.0,0.00011
inch)use*sauna,0.0,0.00011
inches,0.00129,0.0
inches...,0.00048,0.0
incident.,0.00024,0.0
incident..,0.00028,0.0
incident?,0.00024,0.0
incidentally,8e-05,0.0
incidents,0.0,0.00021
incipio.,0.00024,0.0
inclination,0.00024,0.0
inclu,0.0,0.0014
include,0.00149,0.00064
include:,0.0,0.0015
included,0.0004,0.0
"included,",0.00024,0.0
included.,0.00024,0.00236
includes,0.00048,0.00021
including,0.00341,0.00064
inclusion,0.00032,0.0
inclusive,0.0,0.00559
inclusive).deadline,0.0,0.00021
inclusive.,0.0,0.00118
incognito,0.00024,0.0
income,0.0,0.00075
incoming,0.00096,0.0
incomm,0.00028,0.0
incomplete,0.0,0.00043
inconsiderate,0.00044,0.0
inconv.#seed,0.00032,0.0
inconvenience,0.00028,0.0
inconvenience.,8e-05,0.0
inconveniencing,0.00024,0.0
